"iso_639_3","language_name","population_l1","div_bordering_languages","area_km2","altitude_range","roughness"
"twg","Tereweng",800,3,15.44548896,568.1637573,6.116060734
"twh","Tai Dón",495000,23,11934.96077,917.7417603,6.584017277
"twl","Tawara",60000,4,10405.4062,734.2147217,5.71138835
"twn","Cambap-Langa",30,1,21.53030683,1109.349701,5.734427929
"two","Tswapong",2000,5,15717.34536,400.2627665,5.059960206
"twp","Ere",1030,4,82.60439764,71.9605484,4.823676586
"twq","Tasawaq",8000,1,553.6719644,277.1952362,4.137064099
"twr","Southwestern Tarahumara",100,3,1209.518207,1470.593155,6.232398033
"twt","Turiwára",30,2,79280.30862,209.6461639,4.198960781
"twu","Termanu",30000,2,347.994259,32.34194565,5.410171986
"tww","Tuwari",360,3,216.307295,1635.051239,6.233786583
"twx","Tewe",250000,4,13257.36739,947.8520508,6.01568985
"twy","Tawoyan",20000,5,4620.733964,415.7054901,4.958111227
"txa","Tombonuo",0,9,3386.739472,436.6037292,5.798703909
"txe","Totoli",25000,3,1440.606031,482.6442299,6.317546844
"txi","Ikpeng",310,1,1036.921967,86.04976654,3.63779974
"txm","Tomini",30000,4,1511.257296,482.6442299,6.317546844
"txn","West Tarangan",7910,1,842.1997416,66.68032885,3.258910537
"txo","Toto",1400,2,24.96635724,2350.044067,6.070590973
"txq","Tii",20000,3,124.4184757,32.34194565,5.410171986
"txs","Tonsea",90000,4,777.0550309,472.6541138,6.175251484
"txt","Citak",8000,8,1970.007701,1866.431763,4.598676682
"txu","Kayapó",7100,3,32225.91112,226.5827637,4.752950907
"txx","Tatana",0,4,114.0027273,599.9164352,5.899141312
"txy","Tanosy Malagasy",510000,4,17753.09369,668.5437012,5.600158572
"tya","Tauya",350,3,83.06483847,2487.246094,6.933227539
"tye","Kyenga",12000,3,161.60451,142.0536404,4.035424352
"tyh","O'du",950,2,181.1468863,858.4806519,5.917442799
"tyi","Teke-Tsaayi",95900,5,3253.680228,445.7692413,5.040351152
"tyj","Tai Do-Mene-Yo",300,8,6149.397883,807.9206238,5.943467379
"tyn","Kombai",4000,6,2245.744311,1866.431763,4.598676682
"typ","Thaypan",0,5,9392.661986,223.4882202,4.453605175
"tyr","Tai Daeng",105000,12,6409.783803,979.9672852,6.0079271
"tys","Tày Sa Pa",300,2,5.556691945,917.7417603,6.584017277
"tyt","Tày Tac",0,1,43.19710888,964.4109039,6.151949644
"tyu","Kua",820,7,29299.52674,208.225853,4.487137794
"tyv","Tuvinian",283400,8,61426.38363,1484.583374,6.479296207
"tyx","Teke-Tyee",14400,5,6968.338024,392.351059,5.151628256
"tyz","Tày",1630000,15,24567.92828,929.9648438,5.842989206
"tzh","Tzeltal",372000,2,2327.991534,1584.173462,6.419814348
"tzj","Tz'utujil",83800,3,500.9229689,2467.002197,7.073503494
"tzm","Central Moroccan Berber",2340000,5,118919.3165,1640.639526,6.501709461
"tzn","Tugun",1200,0,212.8251644,232.0457306,6.05232811
"tzo","Tzotzil",235000,2,2227.118609,1722.508789,6.779100895
"tzx","Tabriak",2080,6,788.6808141,1605.971558,6.177941203
"uan","Kuan",2500,0,782.5316841,712.0228271,6.122921944
"uar","Tairuma",4500,6,99.60486217,1420.957909,5.826831877
"uba","Ubang",11100,3,57.79271687,727.786972,5.333243728
"ubi","Ubi",1100,4,258.3880562,195.8860397,3.949975967
"ubr","Ubir",2560,4,94.63216442,1320.206238,6.554695368
"ubu","Umbu-Ungu",34200,5,973.592565,1877.011841,6.338659883
"uby","Ubykh",0,5,60457.17814,911.1027629,6.210798264
"uda","Uda",10000,5,69.43401258,423.7205048,5.603181601
"ude","Udihe",100,3,3806.616229,790.5197754,5.773465157
"udg","Muduga",3370,1,296.6599828,859.1639404,6.48571682
"udi","Udi",3800,1,7.19297164,2497.070679,7.106041431
"udj","Ujir",1030,0,12.69536835,119.6215363,3.308992863
"udl","Wuzlam",10500,6,82.30613709,269.8820686,3.989992976
"udm","Udmurt",324000,2,34380.69123,117.6025314,4.06984361
"udu","Uduk",0,5,2372.765573,697.936924,4.921357274
"ues","Kioko",1000,3,73.08298031,140.9240799,5.425852299
"ufi","Ufim",550,3,223.0753478,2019.14209,7.133441448
"ugb","Kuku-Ugbanh",0,2,249.8288724,54.80780602,3.67824614
"uge","Ughele",1200,1,118.1404496,173.9344635,5.439502239
"ugo","Ugong",80,1,22254.40575,733.9950358,5.463687897
"uha","Uhami",13600,6,207.3593324,380.1930084,4.969872236
"uhn","Damal",14000,8,13719.81902,1322.298523,6.052072763
"uig","Uighur",8701500,16,506640.8476,335.6730652,3.873251796
"uis","Uisai",2500,5,704.5875927,528.4359436,6.328845263
"uiv","Iyive",2000,3,169.0359897,1106.72113,5.925098896
"uji","Tanjijili",8540,1,146.2318695,487.2154236,5.254591465
"uka","Kaburi",600,5,708.0743444,748.3078003,5.628991604
"ukg","Ukuriguma",170,4,21.59543716,1746.354324,6.392463326
"ukh","Ukhwejo",2000,2,99.33204885,165.5667591,4.327670753
"ukp","Ukpe-Bayobiri",21500,4,28.34732043,727.786972,5.333243728
"ukq","Ukwa",100,4,46.93072334,370.4517517,4.67139864
"ukr","Ukrainian",32218400,13,601515.4025,110.7848511,3.837278366
"uku","Ukue",14100,4,199.3534448,380.1930084,4.969872236
"ukw","Ukwuani-Aboh-Ndoni",150000,5,2468.203541,168.0540466,3.472975969
"ula","Fungwa",1000,3,275.9095246,298.1647644,4.743983269
"ulb","Ulukwumi",10000,2,133.0525282,259.7555695,4.320321441
"ulc","Ulch",150,1,5178.919009,407.4892731,5.391797543
"ulf","Usku",110,7,614.4949184,1651.89798,6.48093915
"uli","Ulithian",3000,0,5.097036056,NA,0.590591341
"ulk","Meriam",210,0,11.19201301,225.4619484,2.838081598
"ulm","Ulumanda'",30000,6,2143.95821,1180.764496,6.19587779
"ulu","Uma' Lung",3000,7,590.9693477,560.1621628,5.722575784
"uma","Umatilla",25,2,441.5095264,946.4355774,5.986335278
"umb","Umbundu",6000000,9,105208.0103,922.6549683,5.725229979
"umd","Umbindhamu",0,3,4177.510748,190.5282288,4.473584414
"umg","Umbuygamu",0,5,2073.223675,214.3695374,4.61140871
"umi","Ukit",120,1,34.42242812,685.4068807,5.679524263
"umm","Umon",20000,10,531.2490765,370.4517517,4.67139864
"umn","Makyan Naga",4000,3,705.3610809,1489.161133,6.548625231
"umo","Umotína",125,1,27549.39558,360.8315023,4.677702983
"ump","Umpila",100,1,937.6424888,157.5682373,4.493563652
"umr","Umbugarla",0,5,5779.631771,248.6659698,4.433883667
"ums","Pendau",4500,4,1262.323923,638.638855,6.608586788
"umu","Munsee",7,3,81.15978124,183.2755737,3.895084023
"una","North Watut",630,2,118.1776979,1785.090088,7.233548403
"une","Uneme",19800,5,55.98347818,351.4570923,5.167666912
"ung","Ngarinyin",57,4,58838.21727,329.903717,4.995355606
"unk","Enawené-Nawé",320,4,17253.23436,274.375721,4.568060875
"unm","Unami",13500,0,1144.345757,252.8580627,4.292620659
"unr","Mundari",1120280,12,3526.661868,316.2297478,4.124151945
"unz","Unde Kaili",25000,4,583.3924792,1090.835907,6.786196232
"upi","Umeda-Punda",290,2,45.68269393,988.9312134,6.103123665
"upv","Uripiv-Wala-Rano-Atchin",9000,6,98.91581816,205.1739502,5.786854148
"ura","Urarina",3000,2,5152.489274,445.2835503,3.940833747
"urb","Urubú-Kaapor",800,2,10088.00466,136.3062897,3.756286025
"urc","Urningangg",0,2,9757.53079,266.6428324,4.499699275
"ure","Uru",2,1,179.1647061,2167.986084,6.243439674
"urg","Urigina",1400,3,115.370296,2141.664124,7.110357523
"urh","Urhobo",546000,7,3467.059682,98.00015259,3.516828656
"uri","Urim",3740,8,193.325199,608.9898071,5.62084341
"urm","Urapmin",370,2,60.3593183,1750.407135,6.133559704
"urn","Uruangnirin",400,0,9.452921717,518.9897461,5.976465225
"uro","Ura (Papua New Guinea)",1900,7,954.1031859,607.9211121,6.586853743
"urr","Lehalurup",250,0,9.999842717,128.9803343,5.064426124
"urt","Urat",6280,6,131.1049884,608.9898071,5.62084341
"uru","Urumi",0,1,7686.042406,99.19335175,3.40468502
"urv","Uruava",0,0,200.4973398,528.4359436,6.328845263
"urw","Sop",2250,5,267.4619273,2487.246094,6.933227539
"urx","Urimo",800,5,239.64545,753.1196289,5.36567688
"ury","Orya",1600,13,3436.988115,1028.864594,6.261529128
"urz","Uru-Eu-Wau-Wau",87,2,2649.538653,178.4055176,4.463039398
"usa","Usarufa",1300,5,68.15256119,1916.283508,6.958115339
"ush","Ushojo",2000,2,39.2353651,3217.729004,6.987045288
"usi","Usui",22400,14,3568.050553,947.0452271,5.980243206
"usk","Usaghade",10000,4,1604.043704,670.6317596,5.848070502
"usp","Uspanteco",2000,2,16.99096471,1956.420166,6.567015648
"usu","Uya",270,2,10.05630575,2141.664124,7.110357523
"uta","Otank",15000,7,429.1482906,727.786972,5.333243728
"ute","Ute-Southern Paiute",920,2,8100.194899,1138.931549,6.2736516
"utp","Amba (Solomon Islands)",590,1,33.53298422,0,4.557117939
"utr","Etulo",10000,1,266.8567011,604.9888153,5.125546932
"utu","Utu",580,8,60.5439278,2141.664124,7.110357523
"uum","Urum",192700,3,4346.832558,1895.737305,6.902020931
"uun","Kulon-Pazeh",1,1,1095.855241,1321.658651,6.833879789
"uur","Ura (Vanuatu)",6,1,140.4325716,76.60994339,4.956988096
"uuu","U",40000,5,161.0408444,711.7995605,6.05496645
"uve","West Uvean",2220,1,48.32848873,157.069519,4.305012226
"uvh","Uri",2500,6,221.325392,1785.090088,7.233548403
"uvl","Lote",5500,2,467.366623,549.6293182,6.487257719
"uwa","Kuku-Uwanh",40,4,277.9241306,122.6680174,4.075915277
"uya","Doko-Uyanga",200,6,483.5960072,370.4517517,4.67139864
"uzn","Northern Uzbek",17695000,17,153467.3592,2951.858765,7.022593498
"uzs","Southern Uzbek",2911980,10,89752.53689,1235.860291,6.14601779
"vaa","Vaagri Booli",9300,0,3960.762848,497.6712036,5.281819582
"vae","Vale",5400,4,1074.928433,147.2993927,3.85508275
"vaf","Vafsi",18000,1,92.74786687,821.007019,6.235831738
"vag","Vagla",13500,2,914.2559636,162.4852524,4.320318937
"vah","Varhadi-Nagpuri",6970000,2,10471.71012,341.5589294,5.091125011
"vai","Vai",119500,4,4331.047647,257.1251831,4.432397366
"vaj","Northern Ju",61300,0,22067.43774,121.4627342,3.724100769
"val","Vehes",70,2,22.89828679,1774.098022,7.179609299
"vam","Vanimo",2670,4,85.97637072,589.8666229,6.021802902
"van","Walman",1740,3,199.5840954,512.5372391,4.709376335
"vao","Vao",1900,3,15.33843992,205.1739502,5.786854148
"vap","Vaiphei",40000,2,579.8261531,1087.531616,6.082821131
"var","Huarijio",2840,1,2552.550792,1201.68631,6.239887238
"vas","Vasavi",1200000,2,957.0184276,354.8303795,5.146704555
"vau","Vanuma",6700,5,171.5646138,794.3045044,6.016417265
"vav","Varli",600000,4,19859.41742,341.5374184,5.5286659
"vay","Wayu",1520,0,33.3768926,2290.923584,5.830791116
"vbb","Southeast Babar",4460,2,129.788955,64.12904263,3.995591462
"vec","Venetian",3852500,8,41257.03622,485.9960938,5.405330658
"ved","Veddah",0,3,253.2129441,540.9911804,5.76629591
"vem","Vemgo-Mabas",15000,4,77.68320758,430.8778992,4.921094418
"ven","Venda",1294000,9,33300.88255,481.7003479,5.387159824
"veo","Ventureño",0,3,17.18869682,966.4089355,6.479181767
"vep","Veps",3610,1,3247.390791,160.9717979,4.154467225
"ver","Mom Jango",110520,7,2635.236527,605.0307465,5.466062069
"vgr","Vaghri",10000,3,2222.721337,521.1985931,4.379771829
"vid","Vidunda",32000,3,414.4296723,1344.842285,6.271895409
"vie","Vietnamese",65807200,41,93678.6791,580.8489838,6.067600965
"vif","Vili",11000,4,6382.044598,301.1830444,5.340958595
"vig","Viemo",8000,6,820.5757561,143.8329124,4.121711969
"vin","Vinza",10000,2,3666.052812,729.8368683,5.454065204
"vis","Vishavan",150,2,370.1650492,663.0318604,6.372498035
"vit","Viti",0,6,18.63563371,1108.035416,5.829763412
"viv","Iduna",6000,3,239.7614844,678.3092041,6.095396519
"vka","Kariyarra",0,2,14725.01982,197.2246323,4.767016649
"vki","Ija-Zuba",0,1,128.5757937,487.2154236,5.254591465
"vkj","Kujarge",1000,4,723.5481459,333.6728973,4.609037161
"vkl","Kulisusu",22000,2,1118.211902,140.9240799,5.425852299
"vkm","Kamakan",0,5,41557.52078,671.5636292,5.666135311
"vko","Kodeoha",1500,3,173.9430608,1146.645264,6.454957962
"vkp","Korlai Portuguese",750,1,266.2284939,195.031662,6.004786491
"vku","Kurrama",50,2,6285.156558,473.6169739,5.367075443
"vlp","Valpei",300,2,198.213889,170.2225342,6.111873627
"vls","Western Flemish",1202000,4,4802.258367,122.8268557,4.115496993
"vma","Martuthunira",5,3,1833.987804,121.7896385,4.886102438
"vmb","Mbabaram",0,6,41360.35682,404.1260681,4.573822975
"vmc","Juxtlahuaca Mixtec",16000,7,399.9233913,1937.062744,6.740927696
"vmd","Mudu Koraga",0,2,330.9547001,528.0938721,6.22049284
"vme","East Masela",520,3,13.94545678,64.12904263,3.995591462
"vmf","Ostfränkisch",4910000,5,41097.43491,536.6098328,5.310033083
"vmg","Minigir",600,2,26.76925224,607.9211121,6.586853743
"vmh","Maraghei",0,2,738.7452995,2267.788818,6.853163242
"vmi","Miwa",0,3,14173.84584,280.654686,4.867269516
"vmj","Ixtayutla Mixtec",6380,3,164.0197226,2111.376038,6.860644102
"vmk","Makhuwa-Shirima",618000,5,34564.31036,480.203186,5.216167927
"vml","Malgana",0,3,16163.94548,151.9929581,4.407746077
"vmm","Mitlatongo Mixtec",1800,2,89.63313879,1929.708313,6.722405553
"vmp","Soyaltepec Mazatec",27500,5,921.9692733,1876.390503,6.530743599
"vmq","Soyaltepec Mixtec",220,3,64.1587489,1929.708313,6.722405553
"vmr","Marenje",90000,4,1638.066071,624.8225708,5.417250156
"vmu","Muluridyi",0,1,3033.456501,550.7181854,5.932751179
"vmv","Valley Maidu",0,2,7246.769214,1518.400146,6.431855679
"vmw","Makhuwa",3090000,8,81757.25361,360.9592896,4.969640732
"vmx","Tamazola Mixtec",1400,4,76.18486344,1929.708313,6.722405553
"vmy","Ayautla Mazatec",3700,5,61.81924014,1876.390503,6.530743599
"vmz","Mazatlán Mazatec",12000,3,147.1805066,1748.040588,6.584167004
"vnk","Lovono",10,0,251.9114182,0,4.557117939
"vnm","Neve'ei",500,4,81.05776305,205.1739502,5.786854148
"vnp","Vunapu",380,3,152.4713574,170.2225342,6.111873627
"vor","Voro",0,4,131.2053177,525.9998779,5.291288614
"vot","Votic",68,0,47.68421444,117.9241333,3.980385542
"vro","South Estonian",60000,3,10542.42127,121.9281197,4.027083874
"vrs","Varisi",5160,3,720.1371366,359.3615227,6.040653865
"vrt","Burmbar",900,4,86.6654708,194.9789124,5.632886171
"vto","Vitou",630,2,60.17716519,580.927002,5.985350609
"vum","Vumbu",2460,1,181.4370063,407.9687958,5.080605507
"vun","Vunjo",300000,6,773.3092447,788.3458252,6.091187239
"vut","Vute",21000,13,25331.15255,989.5222778,5.306755066
"vwa","Ximeng-Menglian Awa",98000,1,2934.416101,654.8818359,6.228191376
"waa","Northeast Sahaptin",25,2,214.1515131,946.4355774,5.986335278
"wab","Wab",120,1,3.048027973,1796.082153,7.287487507
"wac","Upper Chinook",58,2,264.2867169,1122.638397,6.35544157
"wad","Wandamen",5000,8,7804.558968,1220.762695,6.27396059
"wae","Walser",22780,8,18206.31795,1290.89402,5.908182502
"wag","Wa'ema",1020,2,4.426426603,724.4180908,6.134134293
"wah","Watubela",4000,0,37.71431695,250.8438358,5.570063114
"waj","Waffa",1300,3,688.3326348,1916.283508,6.958115339
"wal","Wolaytta",1710000,10,6399.903267,1315.910828,6.528440118
"wam","Wampanoag",4000,6,22909.91535,529.6502991,5.274733305
"wan","Wan",22000,4,482.0186794,139.6471519,4.136120915
"wao","Wappo",53,6,3303.138821,858.0240421,6.068645597
"wap","Wapishana",12500,5,28158.69463,317.2675629,4.621448278
"waq","Wageman",10,3,9392.662215,215.6945076,4.435389638
"war","Waray (Philippines)",2560000,1,15729.71812,204.1990433,5.398726702
"was","Washo",10,2,635.5205062,1472.512329,6.471660614
"wat","Kaninuwa",360,1,7.005831465,678.3092041,6.095396519
"wau","Waurá",320,1,1022.117948,150.008049,3.883551836
"wav","Waka",5000,7,68.23611248,705.0296631,5.576126575
"waw","Waiwai",2230,3,31327.85152,228.6722603,4.530899763
"wax","Watam",590,4,84.57487681,897.2494507,5.110510349
"way","Wayana",850,5,3722.036691,191.8333054,4.31325531
"waz","Wampur",530,3,64.82112615,1916.283508,6.958115339
"wba","Warao",28100,7,43614.68283,86.48257828,3.737473011
"wbb","Wabo",1500,2,308.0422873,472.1653748,5.660175562
"wbe","Waritai",150,6,505.1360353,1422.156906,6.39846909
"wbf","Samue",4500,5,313.2729417,146.390686,4.133498907
"wbh","Wanda",24000,5,2735.865755,873.4441833,5.903182507
"wbi","Vwanji",28000,3,597.2279909,1259.50885,6.45671463
"wbj","Alagwa",30000,4,539.8711194,743.1786499,5.995214105
"wbk","Waigali",11500,6,1293.318332,3754.145508,7.082107067
"wbl","Wakhi",58000,9,13453.09742,1341.067139,6.896729946
"wbm","Zhenkang Wa",40700,6,18843.27653,694.6436768,6.110228539
"wbp","Warlpiri",2510,8,221830.8408,172.4800339,4.208976269
"wbq","Waddar",172000,4,14083.43908,276.8673782,5.582374811
"wbr","Wagdi",2510000,3,13827.02915,403.1674385,4.917128325
"wbt","Wanman",20,3,30645.64191,185.1541061,4.238090038
"wbv","Wajarri",89,2,22532.26569,169.1243973,4.293103218
"wbw","Woi",1800,3,73.08682132,370.4379883,5.775818348
"wca","Yanomámi",6000,4,37252.40272,606.0684891,5.558928132
"wci","Waci Gbe",476000,9,2107.270148,204.5183252,4.716890335
"wdd","Wandji",10500,2,1173.60818,504.2597961,5.207430601
"wdg","Wadaginam",950,3,37.6699175,1692.247772,6.021868944
"wdj","Wadjiginy",12,3,3866.780001,134.143692,4.120710373
"wdu","Wadjigu",0,6,58349.9444,366.0048027,4.872547269
"wec","Wè Western",25200,3,867.5661476,278.896965,4.552100897
"wed","Wedau",2200,6,125.464177,724.4180908,6.134134293
"weh","Weh",6900,3,31.53566697,1106.72113,5.925098896
"wei","Were",490,3,206.1223885,320.3540726,3.526711643
"wem","Weme Gbe",60000,5,543.4701064,216.325943,4.426436424
"weo","Wemale",6000,3,668.0906567,473.8993835,6.308526993
"wep","Westphalic",0,3,10811.06916,338.8261948,4.176306009
"wer","Weri",4160,2,829.8868992,1774.098022,7.179609299
"wes","Cameroon Pidgin",0,9,24720.37052,850.5851288,5.540940523
"wet","Perai",280,1,225.0336311,232.0457306,6.05232811
"wew","Wewewa",55000,6,917.603075,424.5678101,6.029537201
"wfg","Yafi",230,6,187.5638205,1651.89798,6.48093915
"wga","Wagaya",0,4,34176.45407,130.0677338,3.598458767
"wgg","Wangganguru",0,6,48794.69177,169.3269043,3.922369003
"wgi","Wahgi",39000,4,511.8545547,2487.246094,6.933227539
"wgo","Waigeo",300,2,1568.341959,259.9832153,5.250994682
"wgy","Warrgamay",3,1,586.0131253,582.1906433,5.625812292
"wha","Manusela",7000,9,3247.352248,444.5083084,5.685680389
"whg","North Wahgi",47000,6,1050.453299,2487.246094,6.933227539
"whk","Eastern Lowland Kenyah",9000,5,1212.120831,390.2081451,5.748175621
"wib","Southern Toussian",19500,7,843.2409269,183.5507813,4.371095181
"wic","Wichita",1,1,77.5558925,252.8580627,4.292620659
"wie","Wik-Epa",0,2,1638.210415,122.6680174,4.075915277
"wig","Wik-Ngathana",130,2,220.2012768,54.80780602,3.67824614
"wih","Wik-Me'anha",12,3,291.4026452,122.6680174,4.075915277
"wii","Minidien",100,6,74.90719528,798.9605103,5.861983538
"wij","Wik-Iiyanh",40,1,2101.694572,190.5282288,4.473584414
"wik","Wikalkan",86,3,266.8565463,54.80780602,3.67824614
"wil","Wilawila",0,3,16680.82488,343.1966858,4.921341419
"wim","Wik-Mungkan",1060,6,2304.955116,122.6680174,4.075915277
"win","Ho-Chunk",250,2,530.5665883,185.9117126,4.320710659
"wir","Wiraféd",0,2,27975.46622,120.4658356,3.996299744
"wiu","Wiru",15300,5,1383.728795,1877.011841,6.338659883
"wiv","Muduapa",8800,0,60.84183029,429.6069221,5.477282286
"wiy","Wiyot",450,6,2566.498949,1123.499023,6.330414295
"wja","Waja",60000,6,735.7058178,525.9998779,5.291288614
"wji","Warji",77700,4,494.8186147,567.3654785,4.772120476
"wka","Kw'adza",0,0,2021.847448,860.0772705,6.182271481
"wkd","Wakde",550,3,58.38611395,577.4098816,5.764941692
"wkl","Kalanadi",750,1,45.98514382,792.9188232,5.967473507
"wku","Kunduvadi",1000,0,70.44273769,792.9188232,5.967473507
"wkw","Wakawaka",0,7,35718.82187,354.7814484,4.792931795
"wla","Walio",230,4,62.50025201,1635.051239,6.233786583
"wlc","Mwali Comorian",27200,0,209.3253412,125.6003456,5.547872543
"wle","Wolane",0,4,489.5083791,1271.113586,6.635544538
"wlg","Kunbarlang",16,4,1723.531393,185.8215046,4.544746637
"wli","Waioli",3000,3,281.3081893,248.1115977,5.909920533
"wlk","Wailaki",0,4,1448.878224,1123.499023,6.330414295
"wll","Wali (Sudan)",15000,3,215.6352457,194.3443298,4.087134123
"wln","Walloon",600000,7,11582.6676,210.8121662,4.356384635
"wlo","Wolio",65000,4,527.8291955,152.5405731,5.39710927
"wlr","Ale",100,3,33.92966325,203.6951396,5.835590839
"wls","East Uvean",9620,0,651.8803154,232.1738453,5.405962944
"wlu","Wuliwuli",0,8,39610.32906,341.3210754,5.123998642
"wlv","Wichí Lhamtés Vejoz",25000,8,66816.63394,80.98389435,3.211791992
"wlw","Walak",20000,4,529.2041146,2266.903931,7.031996489
"wlx","Wali (Ghana)",138000,4,2677.134301,131.1729622,4.152286053
"wly","Waling",0,0,2563.521775,1061.010498,4.55958581
"wmb","Wambayan",89,7,66586.42623,153.7043419,3.870023847
"wmc","Wamas",220,7,48.22398104,1746.354324,6.392463326
"wmd","Mamaindé",330,1,799.9356972,324.0096207,4.76542449
"wme","Wambule",13500,6,170.6649889,2290.923584,5.830791116
"wmh","Waima'a",18400,1,157.6340264,607.0228004,6.233151197
"wmi","Wamin",0,4,9327.909758,456.5422974,5.144154072
"wmm","Maiwa (Indonesia)",50000,5,854.3485156,1497.18335,6.643658161
"wmn","Waamwang",0,1,411.4979697,282.3995056,5.718149662
"wmo","Wom (Papua New Guinea)",4260,5,70.98203544,608.9898071,5.62084341
"wms","Wambon",3000,7,1683.725408,2189.15741,5.381336212
"wmt","Walmajarri",510,5,77266.57728,209.0156326,4.333201528
