lemma,form,paradigm_slot,phonemic_form
wīsen,wīsi,"V;IMP;SG;PRS",w iː s i
wīsen,wīset,"V;IMP;PL;PRS",w iː s e t
brestan,brestan,"V;NFIN",b r e s t a n
brestan,bristu,"V;IND;SG;1;PRS",b r i s t u
brestan,brast,"V;IND;SG;1;PST",b r a s̠ t
brestan,bristis,"V;IND;SG;2;PRS",b r i s t i s
brestan,brusti,"V;IND;SG;2;PST",b r u s t i
brestan,bristit,"V;IND;SG;3;PRS",b r i s t i t
brestan,brast,"V;IND;SG;3;PST",b r a s̠ t
brestan,brestem,"V;IND;PL;1;PRS",b r e s t e m
brestan,brestemes,"V;IND;PL;1;PRS",b r e s t e m e s
brestan,brustum,"V;IND;PL;1;PST",b r u s t u m
brestan,brustumes,"V;IND;PL;1;PST",b r u s t u m e s
brestan,brestet,"V;IND;PL;2;PRS",b r e s t e t
brestan,brustut,"V;IND;PL;2;PST",b r u s t u t
brestan,brestant,"V;IND;PL;3;PRS",b r e s t a n t
brestan,brustun,"V;IND;PL;3;PST",b r u s t u n
brestan,breste,"V;SBJV;SG;1;PRS",b r e s t e
brestan,brusti,"V;SBJV;SG;1;PST",b r u s t i
brestan,brestes,"V;SBJV;SG;2;PRS",b r e s t e s
brestan,brustis,"V;SBJV;SG;2;PST",b r u s t i s
brestan,breste,"V;SBJV;SG;3;PRS",b r e s t e
brestan,brusti,"V;SBJV;SG;3;PST",b r u s t i
brestan,brestem,"V;SBJV;PL;1;PRS",b r e s t e m
brestan,brestemes,"V;SBJV;PL;1;PRS",b r e s t e m e s
brestan,brustim,"V;SBJV;PL;1;PST",b r u s t i m
brestan,brustimes,"V;SBJV;PL;1;PST",b r u s t i m e s
brestan,brestet,"V;SBJV;PL;2;PRS",b r e s t e t
brestan,brustit,"V;SBJV;PL;2;PST",b r u s t i t
brestan,bresten,"V;SBJV;PL;3;PRS",b r e s t e n
brestan,brustin,"V;SBJV;PL;3;PST",b r u s t i n
brestan,brist,"V;IMP;SG;PRS",b r i s̠ t
brestan,brestet,"V;IMP;PL;PRS",b r e s t e t
faran,faran,"V;NFIN",f a r a n
faran,faru,"V;IND;SG;1;PRS",f a r u
faran,fuor,"V;IND;SG;1;PST",f u o̯ r
faran,faris,"V;IND;SG;2;PRS",f a r i s
faran,fuori,"V;IND;SG;2;PST",f u o̯ r i
faran,farit,"V;IND;SG;3;PRS",f a r i t
faran,fuor,"V;IND;SG;3;PST",f u o̯ r
faran,farem,"V;IND;PL;1;PRS",f a r e m
faran,faremes,"V;IND;PL;1;PRS",f a r e m e s
faran,fuorum,"V;IND;PL;1;PST",f u o̯ r u m
faran,fuorumes,"V;IND;PL;1;PST",f u o̯ r u m e s
faran,faret,"V;IND;PL;2;PRS",f a r e t
faran,fuorut,"V;IND;PL;2;PST",f u o̯ r u t
faran,farant,"V;IND;PL;3;PRS",f a r a n t
faran,fuorun,"V;IND;PL;3;PST",f u o̯ r u n
faran,fare,"V;SBJV;SG;1;PRS",f a r e
faran,fuori,"V;SBJV;SG;1;PST",f u o̯ r i
faran,fares,"V;SBJV;SG;2;PRS",f a r e s
faran,fuoris,"V;SBJV;SG;2;PST",f u o̯ r i s
faran,fare,"V;SBJV;SG;3;PRS",f a r e
faran,fuori,"V;SBJV;SG;3;PST",f u o̯ r i
faran,farem,"V;SBJV;PL;1;PRS",f a r e m
faran,faremes,"V;SBJV;PL;1;PRS",f a r e m e s
faran,fuorim,"V;SBJV;PL;1;PST",f u o̯ r i m
faran,fuorimes,"V;SBJV;PL;1;PST",f u o̯ r i m e s
faran,faret,"V;SBJV;PL;2;PRS",f a r e t
faran,fuorit,"V;SBJV;PL;2;PST",f u o̯ r i t
faran,faren,"V;SBJV;PL;3;PRS",f a r e n
faran,fuorin,"V;SBJV;PL;3;PST",f u o̯ r i n
faran,far,"V;IMP;SG;PRS",f a r
faran,faret,"V;IMP;PL;PRS",f a r e t
faldan,faldan,"V;NFIN",f a l d a n
faldan,faldu,"V;IND;SG;1;PRS",f a l d u
faldan,fiald,"V;IND;SG;1;PST",f i a l d
faldan,faldis,"V;IND;SG;2;PRS",f a l d i s
faldan,fialdi,"V;IND;SG;2;PST",f i a l d i
faldan,faldit,"V;IND;SG;3;PRS",f a l d i t
faldan,fiald,"V;IND;SG;3;PST",f i a l d
faldan,faldem,"V;IND;PL;1;PRS",f a l d e m
faldan,faldemes,"V;IND;PL;1;PRS",f a l d e m e s
faldan,fialdum,"V;IND;PL;1;PST",f i a l d u m
faldan,fialdumes,"V;IND;PL;1;PST",f i a l d u m e s
faldan,faldet,"V;IND;PL;2;PRS",f a l d e t
faldan,fialdut,"V;IND;PL;2;PST",f i a l d u t
faldan,faldant,"V;IND;PL;3;PRS",f a l d a n t
faldan,fialdun,"V;IND;PL;3;PST",f i a l d u n
faldan,falde,"V;SBJV;SG;1;PRS",f a l d e
faldan,fialdi,"V;SBJV;SG;1;PST",f i a l d i
faldan,faldes,"V;SBJV;SG;2;PRS",f a l d e s
faldan,fialdis,"V;SBJV;SG;2;PST",f i a l d i s
faldan,falde,"V;SBJV;SG;3;PRS",f a l d e
faldan,fialdi,"V;SBJV;SG;3;PST",f i a l d i
faldan,faldem,"V;SBJV;PL;1;PRS",f a l d e m
faldan,faldemes,"V;SBJV;PL;1;PRS",f a l d e m e s
faldan,fialdim,"V;SBJV;PL;1;PST",f i a l d i m
faldan,fialdimes,"V;SBJV;PL;1;PST",f i a l d i m e s
faldan,faldet,"V;SBJV;PL;2;PRS",f a l d e t
faldan,fialdit,"V;SBJV;PL;2;PST",f i a l d i t
faldan,falden,"V;SBJV;PL;3;PRS",f a l d e n
faldan,fialdin,"V;SBJV;PL;3;PST",f i a l d i n
faldan,fald,"V;IMP;SG;PRS",f a l d
faldan,faldet,"V;IMP;PL;PRS",f a l d e t
bīzan,bīzan,"V;NFIN",b iː z a n
bīzan,bīzu,"V;IND;SG;1;PRS",b iː z u
bīzan,beiz,"V;IND;SG;1;PST",b e i s
bīzan,bīzis,"V;IND;SG;2;PRS",b iː z i s
bīzan,bizzi,"V;IND;SG;2;PST",b i z z i
bīzan,bīzit,"V;IND;SG;3;PRS",b iː z i t
bīzan,beiz,"V;IND;SG;3;PST",b e i s
bīzan,bīzem,"V;IND;PL;1;PRS",b iː z e m
bīzan,bīzemes,"V;IND;PL;1;PRS",b iː z e m e s
bīzan,bizzum,"V;IND;PL;1;PST",b i zː u m
bīzan,bizzumes,"V;IND;PL;1;PST",b i d d͡z u m e s
bīzan,bīzet,"V;IND;PL;2;PRS",b iː z e t
bīzan,bizzut,"V;IND;PL;2;PST",b i t s u t
bīzan,bīzant,"V;IND;PL;3;PRS",b iː z a n t
bīzan,bizzun,"V;IND;PL;3;PST",b i t s u n
bīzan,bīze,"V;SBJV;SG;1;PRS",b iː z e
bīzan,bizzi,"V;SBJV;SG;1;PST",b i z z i
bīzan,bīzes,"V;SBJV;SG;2;PRS",b iː z e s
bīzan,bizzis,"V;SBJV;SG;2;PST",b i z z i s
bīzan,bīze,"V;SBJV;SG;3;PRS",b iː z e
bīzan,bizzi,"V;SBJV;SG;3;PST",b i z z i
bīzan,bīzem,"V;SBJV;PL;1;PRS",b iː z e m
bīzan,bīzemes,"V;SBJV;PL;1;PRS",b iː z e m e s
bīzan,bizzim,"V;SBJV;PL;1;PST",b i z z i m
bīzan,bizzimes,"V;SBJV;PL;1;PST",b i z z i m e s
bīzan,bīzet,"V;SBJV;PL;2;PRS",b iː z e t
bīzan,bizzit,"V;SBJV;PL;2;PST",b i z z i t
bīzan,bīzen,"V;SBJV;PL;3;PRS",b iː z e n
bīzan,bizzin,"V;SBJV;PL;3;PST",b i z z i n
bīzan,bīz,"V;IMP;SG;PRS",b iː z
bīzan,bīzet,"V;IMP;PL;PRS",b iː z e t
lebēn,lebēn,"V;NFIN",l e b eː n
lebēn,lebem,"V;IND;SG;1;PRS",l eː b e m
lebēn,lebeta,"V;IND;SG;1;PST",l e b e t a
lebēn,lebes,"V;IND;SG;2;PRS",l eː b e s
lebēn,lebetos,"V;IND;SG;2;PST",l e b e t o s
lebēn,lebet,"V;IND;SG;3;PRS",l e b e t
lebēn,lebeta,"V;IND;SG;3;PST",l e b e t a
lebēn,lebem,"V;IND;PL;1;PRS",l eː b e m
lebēn,lebemes,"V;IND;PL;1;PRS",l e b e m e s
lebēn,lebetum,"V;IND;PL;1;PST",l e b e t u m
lebēn,lebetumes,"V;IND;PL;1;PST",l e b e t u m e s
lebēn,lebet,"V;IND;PL;2;PRS",l e b e t
lebēn,lebetut,"V;IND;PL;2;PST",l e b e t u t
lebēn,lebent,"V;IND;PL;3;PRS",l e b e n t
lebēn,lebetun,"V;IND;PL;3;PST",l e b e t u n
lebēn,lebe,"V;SBJV;SG;1;PRS",l eː b e
lebēn,lebeti,"V;SBJV;SG;1;PST",l e b e t i
lebēn,lebes,"V;SBJV;SG;2;PRS",l eː b e s
lebēn,lebetis,"V;SBJV;SG;2;PST",l e b e t i s
lebēn,lebe,"V;SBJV;SG;3;PRS",l eː b e
lebēn,lebeti,"V;SBJV;SG;3;PST",l e b e t i
lebēn,lebem,"V;SBJV;PL;1;PRS",l eː b e m
lebēn,lebemes,"V;SBJV;PL;1;PRS",l e b e m e s
lebēn,lebetim,"V;SBJV;PL;1;PST",l e b e t i m
lebēn,lebetimes,"V;SBJV;PL;1;PST",l e b e t i m e s
lebēn,lebet,"V;SBJV;PL;2;PRS",l e b e t
lebēn,lebetit,"V;SBJV;PL;2;PST",l e b e t i t
lebēn,leben,"V;SBJV;PL;3;PRS",l eː b e n
lebēn,lebetin,"V;SBJV;PL;3;PST",l e b e t i n
lebēn,lebe,"V;IMP;SG;PRS",l eː b e
lebēn,lebet,"V;IMP;PL;PRS",l e b e t
stoffōn,stoffōn,"V;NFIN",s t o f f oː n
stoffōn,stoffom,"V;IND;SG;1;PRS",s t o f f o m
stoffōn,stoffota,"V;IND;SG;1;PST",s t o f f o t a
stoffōn,stoffos,"V;IND;SG;2;PRS",s t o f f o s
stoffōn,stoffotos,"V;IND;SG;2;PST",s t o f f o t o s
stoffōn,stoffot,"V;IND;SG;3;PRS",s t o f f o t
stoffōn,stoffota,"V;IND;SG;3;PST",s t o f f o t a
stoffōn,stoffom,"V;IND;PL;1;PRS",s t o f f o m
stoffōn,stoffomes,"V;IND;PL;1;PRS",s t o f f o m e s
stoffōn,stoffotum,"V;IND;PL;1;PST",s t o f f o t u m
stoffōn,stoffotumes,"V;IND;PL;1;PST",s t o f f o t u m e s
stoffōn,stoffot,"V;IND;PL;2;PRS",s t o f f o t
stoffōn,stoffotut,"V;IND;PL;2;PST",s t o f f o t uː t
stoffōn,stoffont,"V;IND;PL;3;PRS",s t o f f o n t
stoffōn,stoffotun,"V;IND;PL;3;PST",s t o f f o t u n
stoffōn,stoffo,"V;SBJV;SG;1;PRS",s t o f f o
stoffōn,stoffoti,"V;SBJV;SG;1;PST",s t o f f o t i
stoffōn,stoffos,"V;SBJV;SG;2;PRS",s t o f f o s
stoffōn,stoffotis,"V;SBJV;SG;2;PST",s t o f f o t i s
stoffōn,stoffo,"V;SBJV;SG;3;PRS",s t o f f o
stoffōn,stoffoti,"V;SBJV;SG;3;PST",s t o f f o t i
stoffōn,stoffom,"V;SBJV;PL;1;PRS",s t o f f o m
stoffōn,stoffomes,"V;SBJV;PL;1;PRS",s t o f f o m e s
stoffōn,stoffotim,"V;SBJV;PL;1;PST",s t o f f o t i m
stoffōn,stoffotimes,"V;SBJV;PL;1;PST",s t o f f o t iː m e s
stoffōn,stoffot,"V;SBJV;PL;2;PRS",s t o f f o t
stoffōn,stoffotit,"V;SBJV;PL;2;PST",s t o f f o t i t
stoffōn,stoffon,"V;SBJV;PL;3;PRS",s t o f f o n
stoffōn,stoffotin,"V;SBJV;PL;3;PST",s t o f f o t i n
stoffōn,stoffo,"V;IMP;SG;PRS",s t o f f o
stoffōn,stoffot,"V;IMP;PL;PRS",s t o f f o t
trinkan,trinkan,"V;NFIN",t r i n k a n
trinkan,trinku,"V;IND;SG;1;PRS",t r i n k u
trinkan,trank,"V;IND;SG;1;PST",t r a n k
trinkan,trinkis,"V;IND;SG;2;PRS",t r i n k i s
trinkan,trunki,"V;IND;SG;2;PST",t r u n k i
trinkan,trinkit,"V;IND;SG;3;PRS",t r i n k i t
trinkan,trank,"V;IND;SG;3;PST",t r a n k
trinkan,trinkem,"V;IND;PL;1;PRS",t r i n k e m
trinkan,trinkemes,"V;IND;PL;1;PRS",t r i n k e m e s
trinkan,trunkum,"V;IND;PL;1;PST",t r u n k u m
trinkan,trunkumes,"V;IND;PL;1;PST",t r u n k u m e s
trinkan,trinket,"V;IND;PL;2;PRS",t r i n k e t
trinkan,trunkut,"V;IND;PL;2;PST",t r u n k u t
trinkan,trinkant,"V;IND;PL;3;PRS",t r i n k a n t
trinkan,trunkun,"V;IND;PL;3;PST",t r u n k u n
trinkan,trinke,"V;SBJV;SG;1;PRS",t r i n k e
trinkan,trunki,"V;SBJV;SG;1;PST",t r u n k i
trinkan,trinkes,"V;SBJV;SG;2;PRS",t r i n k e s
trinkan,trunkis,"V;SBJV;SG;2;PST",t r u n k i s
trinkan,trinke,"V;SBJV;SG;3;PRS",t r i n k e
trinkan,trunki,"V;SBJV;SG;3;PST",t r u n k i
trinkan,trinkem,"V;SBJV;PL;1;PRS",t r i n k e m
trinkan,trinkemes,"V;SBJV;PL;1;PRS",t r i n k e m e s
trinkan,trunkim,"V;SBJV;PL;1;PST",t r u n k i m
trinkan,trunkimes,"V;SBJV;PL;1;PST",t r u n k i m e s
trinkan,trinket,"V;SBJV;PL;2;PRS",t r i n k e t
trinkan,trunkit,"V;SBJV;PL;2;PST",t r u n k i t
trinkan,trinken,"V;SBJV;PL;3;PRS",t r i n k e n
trinkan,trunkin,"V;SBJV;PL;3;PST",t r u n k i n
trinkan,trink,"V;IMP;SG;PRS",t r i n k
trinkan,trinket,"V;IMP;PL;PRS",t r i n k e t
findan,findan,"V;NFIN",f i n d a n
findan,findu,"V;IND;SG;1;PRS",f i n d u
findan,fand,"V;IND;SG;1;PST",f a n d
findan,findis,"V;IND;SG;2;PRS",f i n d i s
findan,fundi,"V;IND;SG;2;PST",f u n d i
findan,findit,"V;IND;SG;3;PRS",f i n d i t
findan,fand,"V;IND;SG;3;PST",f a n d
findan,findem,"V;IND;PL;1;PRS",f i n d e m
findan,findemes,"V;IND;PL;1;PRS",f i n d e m e s
findan,fundum,"V;IND;PL;1;PST",f u n d u m
findan,fundumes,"V;IND;PL;1;PST",f u n d u m e s
findan,findet,"V;IND;PL;2;PRS",f i n d e t
findan,fundut,"V;IND;PL;2;PST",f u n d u t
findan,findant,"V;IND;PL;3;PRS",f i n d a n t
findan,fundun,"V;IND;PL;3;PST",f u n d u n
findan,finde,"V;SBJV;SG;1;PRS",f i n d e
findan,fundi,"V;SBJV;SG;1;PST",f u n d i
findan,findes,"V;SBJV;SG;2;PRS",f i n d e s
findan,fundis,"V;SBJV;SG;2;PST",f u n d i s
findan,finde,"V;SBJV;SG;3;PRS",f i n d e
findan,fundi,"V;SBJV;SG;3;PST",f u n d i
findan,findem,"V;SBJV;PL;1;PRS",f i n d e m
findan,findemes,"V;SBJV;PL;1;PRS",f i n d e m e s
findan,fundim,"V;SBJV;PL;1;PST",f u n d i m
findan,fundimes,"V;SBJV;PL;1;PST",f u n d i m e s
findan,findet,"V;SBJV;PL;2;PRS",f i n d e t
findan,fundit,"V;SBJV;PL;2;PST",f u n d i t
findan,finden,"V;SBJV;PL;3;PRS",f i n d e n
findan,fundin,"V;SBJV;PL;3;PST",f u n d i n
findan,find,"V;IMP;SG;PRS",f i n d
findan,findet,"V;IMP;PL;PRS",f i n d e t
beran,beran,"V;NFIN",b e r a n
beran,biru,"V;IND;SG;1;PRS",b i r u
beran,bar,"V;IND;SG;1;PST",b a r
beran,biris,"V;IND;SG;2;PRS",b i r i s
beran,bāri,"V;IND;SG;2;PST",b aː r i
beran,birit,"V;IND;SG;3;PRS",b i r i t
beran,bar,"V;IND;SG;3;PST",b a r
beran,berem,"V;IND;PL;1;PRS",b e r e m
beran,beremes,"V;IND;PL;1;PRS",b e r e m e s
beran,bārum,"V;IND;PL;1;PST",b aː r u m
beran,bārumes,"V;IND;PL;1;PST",b aː r u m e s
beran,beret,"V;IND;PL;2;PRS",b e r e t
beran,bārut,"V;IND;PL;2;PST",b aː r u t
beran,berant,"V;IND;PL;3;PRS",b e r a n t
beran,bārun,"V;IND;PL;3;PST",b aː r u n
beran,bere,"V;SBJV;SG;1;PRS",b e r e
beran,bāri,"V;SBJV;SG;1;PST",b aː r i
beran,beres,"V;SBJV;SG;2;PRS",b e r e s
beran,bāris,"V;SBJV;SG;2;PST",b aː r i s
beran,bere,"V;SBJV;SG;3;PRS",b e r e
beran,bāri,"V;SBJV;SG;3;PST",b aː r i
beran,berem,"V;SBJV;PL;1;PRS",b e r e m
beran,beremes,"V;SBJV;PL;1;PRS",b e r e m e s
beran,bārim,"V;SBJV;PL;1;PST",b aː r i m
beran,bārimes,"V;SBJV;PL;1;PST",b aː r i m e s
beran,beret,"V;SBJV;PL;2;PRS",b e r e t
beran,bārit,"V;SBJV;PL;2;PST",b aː r i t
beran,beren,"V;SBJV;PL;3;PRS",b e r e n
beran,bārin,"V;SBJV;PL;3;PST",b aː r i n
beran,bir,"V;IMP;SG;PRS",b i r
beran,beret,"V;IMP;PL;PRS",b e r e t
līhhēn,līhhēn,"V;NFIN",l iː x h eː n
līhhēn,līhhem,"V;IND;SG;1;PRS",l iː x h e m
līhhēn,līhheta,"V;IND;SG;1;PST",l iː x h e t a
līhhēn,līhhes,"V;IND;SG;2;PRS",l iː x h e s
līhhēn,līhhetos,"V;IND;SG;2;PST",l iː x h e t o s
līhhēn,līhhet,"V;IND;SG;3;PRS",l iː x h e t
līhhēn,līhheta,"V;IND;SG;3;PST",l iː x h e t a
līhhēn,līhhem,"V;IND;PL;1;PRS",l iː x h e m
līhhēn,līhhemes,"V;IND;PL;1;PRS",l iː x h e m e s
līhhēn,līhhetum,"V;IND;PL;1;PST",l iː x h e t u m
līhhēn,līhhetumes,"V;IND;PL;1;PST",l iː x h e t u m e s
līhhēn,līhhet,"V;IND;PL;2;PRS",l iː x h e t
līhhēn,līhhetut,"V;IND;PL;2;PST",l iː x h e t u t
līhhēn,līhhent,"V;IND;PL;3;PRS",l iː x h e n t
līhhēn,līhhetun,"V;IND;PL;3;PST",l iː x h e t u n
līhhēn,līhhe,"V;SBJV;SG;1;PRS",l iː x h e
līhhēn,līhheti,"V;SBJV;SG;1;PST",l iː x h e t i
līhhēn,līhhes,"V;SBJV;SG;2;PRS",l iː x h e s
līhhēn,līhhetis,"V;SBJV;SG;2;PST",l iː x h e t i s
līhhēn,līhhe,"V;SBJV;SG;3;PRS",l iː x h e
līhhēn,līhheti,"V;SBJV;SG;3;PST",l iː x h e t i
līhhēn,līhhem,"V;SBJV;PL;1;PRS",l iː x h e m
līhhēn,līhhemes,"V;SBJV;PL;1;PRS",l iː x h e m e s
līhhēn,līhhetim,"V;SBJV;PL;1;PST",l iː x h e t i m
līhhēn,līhhetimes,"V;SBJV;PL;1;PST",l iː x h e t i m e s
līhhēn,līhhet,"V;SBJV;PL;2;PRS",l iː x h e t
līhhēn,līhhetit,"V;SBJV;PL;2;PST",l iː x h e t i t
līhhēn,līhhen,"V;SBJV;PL;3;PRS",l iː x h e n
līhhēn,līhhetin,"V;SBJV;PL;3;PST",l iː x h e t i n
līhhēn,līhhe,"V;IMP;SG;PRS",l iː x h e
līhhēn,līhhet,"V;IMP;PL;PRS",l iː x h e t
nerien,nerien,"V;NFIN",n e r i e n
nerien,neriu,"V;IND;SG;1;PRS",n e r i u̯
nerien,nerita,"V;IND;SG;1;PST",n e r i t a
nerien,neriis,"V;IND;SG;2;PRS",n e r i i s
nerien,neritos,"V;IND;SG;2;PST",n e r i t o s
nerien,neriit,"V;IND;SG;3;PRS",n e r i i t
nerien,nerita,"V;IND;SG;3;PST",n e r i t a
nerien,neriem,"V;IND;PL;1;PRS",n e r i e m
nerien,neriemes,"V;IND;PL;1;PRS",n e r i e m e s
nerien,neritum,"V;IND;PL;1;PST",n e r i t u m
nerien,neritumes,"V;IND;PL;1;PST",n e r i t u m e s
nerien,neriet,"V;IND;PL;2;PRS",n e r i e t
nerien,neritut,"V;IND;PL;2;PST",n e r i t uː t
nerien,nerient,"V;IND;PL;3;PRS",n e r i e n t
nerien,neritun,"V;IND;PL;3;PST",n e r i t u n
nerien,nerie,"V;SBJV;SG;1;PRS",n e r i e
nerien,neriti,"V;SBJV;SG;1;PST",n e r i t i
nerien,neries,"V;SBJV;SG;2;PRS",n e r i e s
nerien,neritis,"V;SBJV;SG;2;PST",n e r i t i s
nerien,nerie,"V;SBJV;SG;3;PRS",n e r i e
nerien,neriti,"V;SBJV;SG;3;PST",n e r i t i
nerien,neriem,"V;SBJV;PL;1;PRS",n e r i e m
nerien,neriemes,"V;SBJV;PL;1;PRS",n e r i e m e s
nerien,neritim,"V;SBJV;PL;1;PST",n e r i t i m
nerien,neritimes,"V;SBJV;PL;1;PST",n e r i t i m e s
nerien,neriet,"V;SBJV;PL;2;PRS",n e r i e t
nerien,neritit,"V;SBJV;PL;2;PST",n e r i t i t
nerien,nerien,"V;SBJV;PL;3;PRS",n e r i e n
nerien,neritin,"V;SBJV;PL;3;PST",n e r i t i n
nerien,nerii,"V;IMP;SG;PRS",n e r i i
nerien,neriet,"V;IMP;PL;PRS",n e r i e t
ginēn,ginēn,"V;NFIN",ɡ i n eː n
ginēn,ginem,"V;IND;SG;1;PRS",ɡ i n e m
ginēn,gineta,"V;IND;SG;1;PST",ɡ i n e t a
ginēn,gines,"V;IND;SG;2;PRS",ɡ i n e s
ginēn,ginetos,"V;IND;SG;2;PST",ɡ i n e t o s
ginēn,ginet,"V;IND;SG;3;PRS",ɡ i n e t
ginēn,gineta,"V;IND;SG;3;PST",ɡ i n e t a
ginēn,ginem,"V;IND;PL;1;PRS",ɡ i n e m
ginēn,ginemes,"V;IND;PL;1;PRS",ɡ i n e m e s
ginēn,ginetum,"V;IND;PL;1;PST",ɡ i n e t u m
ginēn,ginetumes,"V;IND;PL;1;PST",ɡ i n e t u m e s
ginēn,ginet,"V;IND;PL;2;PRS",ɡ i n e t
ginēn,ginetut,"V;IND;PL;2;PST",ɡ i n e t u t
ginēn,ginent,"V;IND;PL;3;PRS",ɡ i n e n t
ginēn,ginetun,"V;IND;PL;3;PST",ɡ i n e t u n
ginēn,gine,"V;SBJV;SG;1;PRS",ɡ i n e
ginēn,gineti,"V;SBJV;SG;1;PST",ɡ i n e t i
ginēn,gines,"V;SBJV;SG;2;PRS",ɡ i n e s
ginēn,ginetis,"V;SBJV;SG;2;PST",ɡ i n e t i s
ginēn,gine,"V;SBJV;SG;3;PRS",ɡ i n e
ginēn,gineti,"V;SBJV;SG;3;PST",ɡ i n e t i
ginēn,ginem,"V;SBJV;PL;1;PRS",ɡ i n e m
ginēn,ginemes,"V;SBJV;PL;1;PRS",ɡ i n e m e s
ginēn,ginetim,"V;SBJV;PL;1;PST",ɡ i n e t i m
ginēn,ginetimes,"V;SBJV;PL;1;PST",ɡ i n e t i m e s
ginēn,ginet,"V;SBJV;PL;2;PRS",ɡ i n e t
ginēn,ginetit,"V;SBJV;PL;2;PST",ɡ i n e t i t
ginēn,ginen,"V;SBJV;PL;3;PRS",ɡ i n e n
ginēn,ginetin,"V;SBJV;PL;3;PST",ɡ i n e t i n
ginēn,gine,"V;IMP;SG;PRS",ɡ i n e
ginēn,ginet,"V;IMP;PL;PRS",ɡ i n e t
werfan,werfan,"V;NFIN",w e r f a n
werfan,wirfu,"V;IND;SG;1;PRS",w i r f u
werfan,warf,"V;IND;SG;1;PST",w a r f
werfan,wirfis,"V;IND;SG;2;PRS",w i r f i s
werfan,wurfi,"V;IND;SG;2;PST",w u r f i
werfan,wirfit,"V;IND;SG;3;PRS",w i r f i t
werfan,warf,"V;IND;SG;3;PST",w a r f
werfan,werfem,"V;IND;PL;1;PRS",w e r f e m
werfan,werfemes,"V;IND;PL;1;PRS",w e r f e m e s
werfan,wurfum,"V;IND;PL;1;PST",w u r f u m
werfan,wurfumes,"V;IND;PL;1;PST",w u r f u m e s
werfan,werfet,"V;IND;PL;2;PRS",w e r f e t
werfan,wurfut,"V;IND;PL;2;PST",w u r f u t
werfan,werfant,"V;IND;PL;3;PRS",w e r f a n t
werfan,wurfun,"V;IND;PL;3;PST",w u r f u n
werfan,werfe,"V;SBJV;SG;1;PRS",w e r f e
werfan,wurfi,"V;SBJV;SG;1;PST",w u r f i
werfan,werfes,"V;SBJV;SG;2;PRS",w e r f e s
werfan,wurfis,"V;SBJV;SG;2;PST",w u r f i s
werfan,werfe,"V;SBJV;SG;3;PRS",w e r f e
werfan,wurfi,"V;SBJV;SG;3;PST",w u r f i
werfan,werfem,"V;SBJV;PL;1;PRS",w e r f e m
werfan,werfemes,"V;SBJV;PL;1;PRS",w e r f e m e s
werfan,wurfim,"V;SBJV;PL;1;PST",w u r f i m
werfan,wurfimes,"V;SBJV;PL;1;PST",w u r f i m e s
werfan,werfet,"V;SBJV;PL;2;PRS",w e r f e t
werfan,wurfit,"V;SBJV;PL;2;PST",w u r f i t
werfan,werfen,"V;SBJV;PL;3;PRS",w e r f e n
werfan,wurfin,"V;SBJV;PL;3;PST",w u r f i n
werfan,wirf,"V;IMP;SG;PRS",w i r f
werfan,werfet,"V;IMP;PL;PRS",w e r f e t
glītan,glītan,"V;NFIN",ɡ l iː t a n
glītan,glītu,"V;IND;SG;1;PRS",ɡ l iː t u
glītan,gleit,"V;IND;SG;1;PST",ɡ l e i̯ t
glītan,glītis,"V;IND;SG;2;PRS",ɡ l iː t i s
glītan,gliti,"V;IND;SG;2;PST",ɡ l i t i
glītan,glītit,"V;IND;SG;3;PRS",ɡ l iː t i t
glītan,gleit,"V;IND;SG;3;PST",ɡ l e i̯ t
glītan,glītem,"V;IND;PL;1;PRS",ɡ l iː t e m
glītan,glītemes,"V;IND;PL;1;PRS",ɡ l iː t e m e s
glītan,glitum,"V;IND;PL;1;PST",ɡ l iː t u m
glītan,glitumes,"V;IND;PL;1;PST",ɡ l i t u m e s
glītan,glītet,"V;IND;PL;2;PRS",ɡ l iː t e t
glītan,glitut,"V;IND;PL;2;PST",ɡ l i t u t
glītan,glītant,"V;IND;PL;3;PRS",ɡ l iː t a n t
glītan,glitun,"V;IND;PL;3;PST",ɡ l i t u n
glītan,glīte,"V;SBJV;SG;1;PRS",ɡ l iː t e
glītan,gliti,"V;SBJV;SG;1;PST",ɡ l i t i
glītan,glītes,"V;SBJV;SG;2;PRS",ɡ l iː t e s
glītan,glitis,"V;SBJV;SG;2;PST",ɡ l iː t i s
glītan,glīte,"V;SBJV;SG;3;PRS",ɡ l iː t e
glītan,gliti,"V;SBJV;SG;3;PST",ɡ l i t i
glītan,glītem,"V;SBJV;PL;1;PRS",ɡ l iː t e m
glītan,glītemes,"V;SBJV;PL;1;PRS",ɡ l iː t e m e s
glītan,glitim,"V;SBJV;PL;1;PST",ɡ l i t i m
glītan,glitimes,"V;SBJV;PL;1;PST",ɡ l i t i m e s
glītan,glītet,"V;SBJV;PL;2;PRS",ɡ l iː t e t
glītan,glitit,"V;SBJV;PL;2;PST",ɡ l i t i t
glītan,glīten,"V;SBJV;PL;3;PRS",ɡ l iː t e n
glītan,glitin,"V;SBJV;PL;3;PST",ɡ l i t i n
glītan,glīt,"V;IMP;SG;PRS",ɡ l iː t
glītan,glītet,"V;IMP;PL;PRS",ɡ l iː t e t
rīsan,rīsan,"V;NFIN",r iː s a n
rīsan,rīsu,"V;IND;SG;1;PRS",r iː s u
